mfl_id,mfl_name,player,pos,team
13403,"Koo, Younghoe",younghoe koo,K,ATL
13404,"Ekeler, Austin",austin ekeler,RB,LAC
13406,"Adeboyejo, Quincy",quincy adeboyejo,WR,NEP
13411,"Swoopes, Tyrone",tyrone swoopes,TE,WAS
13412,"Cole, Keelan",keelan cole,WR,JAC
13416,"Walker, P.J.",pj walker,QB,CAR
13418,"Bourne, Kendrick",kendrick bourne,WR,SFO
13424,"Hill, Taysom",taysom hill,QB,NOS
13427,"Tonyan, Robert",robert tonyan,TE,GBP
13438,"Culkin, Sean",sean culkin,TE,BAL
13445,"Auclair, Antony",antony auclair,TE,TBB
13452,"Edmunds, Trey",trey edmunds,RB,PIT
13455,"Ricard, Patrick",patrick ricard,RB,BAL
13476,"Baylis, Evan",evan baylis,TE,FA
13488,"Pascal, Zach",zach pascal,WR,IND
13503,"Kemp, Marcus",marcus kemp,WR,KCC
13505,"Hall, Marvin",marvin hall,WR,CLE
13510,"Mickens, Jaydon",jaydon mickens,WR,TBB
13529,"Natson, JoJo",jojo natson,WR,CLE
13544,"Wilson, Bobo",bobo wilson,WR,FA
13564,"Ficken, Sam",sam ficken,K,NYJ
13585,"Zylstra, Brandon",brandon zylstra,WR,CAR
13589,"Allen, Josh",josh allen,QB,BUF
13590,"Mayfield, Baker",baker mayfield,QB,CLE
13591,"Rosen, Josh",josh rosen,QB,SFO
13592,"Darnold, Sam",sam darnold,QB,NYJ
13593,"Jackson, Lamar",lamar jackson,QB,BAL
13594,"Falk, Luke",luke falk,QB,FA
13595,"Rudolph, Mason",mason rudolph,QB,PIT
13596,"Barrett, J.T.",jt barrett,QB,FA
13598,"White, Mike",mike white,QB,NYJ
13600,"Benkert, Kurt",kurt benkert,QB,ATL
13601,"Lauletta, Kyle",kyle lauletta,QB,CLE
13604,"Barkley, Saquon",saquon barkley,RB,NYG
13605,"Guice, Derrius",derrius guice,RB,FA
13606,"Jones, Ronald",ronald jones,RB,TBB
13607,"Michel, Sony",sony michel,RB,NEP
13608,"Penny, Rashaad",rashaad penny,RB,SEA
13610,"Chubb, Nick",nick chubb,RB,CLE
13611,"Adams, Josh",josh adams,RB,NYJ
13612,"Johnson, Kerryon",kerryon johnson,RB,DET
13613,"Samuels, Jaylen",jaylen samuels,RB,PIT
13614,"Lindsay, Phillip",phillip lindsay,RB,DEN
13615,"Scarbrough, Bo",bo scarbrough,RB,SEA
13616,"Walton, Mark",mark walton,RB,FA
13617,"Freeman, Royce",royce freeman,RB,DEN
13619,"Kelly, John",john kelly,RB,CLE
13620,"Jackson, Justin",justin jackson,RB,LAC
13621,"Ballage, Kalen",kalen ballage,RB,LAC
13622,"Hines, Nyheim",nyheim hines,RB,IND
13623,"Williams, Darrel",darrel williams,RB,KCC
13628,"Thomas, Roc",roc thomas,RB,FA
13629,"Ridley, Calvin",calvin ridley,WR,ATL
13630,"Sutton, Courtland",courtland sutton,WR,DEN
13631,"Washington, James",james washington,WR,PIT
13632,"Lazard, Allen",allen lazard,WR,GBP
13633,"Kirk, Christian",christian kirk,WR,ARI
13634,"Pettis, Dante",dante pettis,WR,NYG
13635,"Moore, D.J.",dj moore,WR,CAR
13636,"Cain, Deon",deon cain,WR,BAL
13637,"St. Brown, Equanimeous",equanimeous st brown,WR,GBP
13638,"Berrios, Braxton",braxton berrios,WR,NYJ
13639,"Miller, Anthony",anthony miller,WR,CHI
13640,"Callaway, Antonio",antonio callaway,WR,KCC
13641,"McCloud, Ray-Ray",rayray mccloud,WR,PIT
13642,"Tate, Auden",auden tate,WR,CIN
13644,"Wims, Javon",javon wims,WR,CHI
13645,"Smith, Tre'Quan",trequan smith,WR,NOS
13646,"Gallup, Michael",michael gallup,WR,DAL
13647,"Ateman, Marcell",marcell ateman,WR,LVR
13648,"Burnett, Deontay",deontay burnett,WR,PHI
13649,"Hamilton, DaeSean",daesean hamilton,WR,DEN
13652,"Wilson, Cedrick",cedrick wilson,WR,DAL
13653,"Foster, Robert",robert foster,WR,WAS
13655,"Phillips, Cam",cam phillips,WR,FA
13656,"Weah, Jester",jester weah,WR,CHI
13657,"Moore, J'Mon",jmon moore,WR,HOU
13658,"Lasley, Jordan",jordan lasley,WR,FA
13659,"Mitchell, Steven",steven mitchell,WR,HOU
13662,"Coutee, Keke",keke coutee,WR,HOU
13663,"Scott, Jaleel",jaleel scott,WR,NYJ
13664,"Quinn, Trey",trey quinn,WR,LVR
13666,"Fountain, Daurice",daurice fountain,WR,IND
13668,"Chark, D.J.",dj chark,WR,JAC
13669,"Turner, Malik",malik turner,WR,DAL
13671,"Andrews, Mark",mark andrews,TE,BAL
13672,"Gesicki, Mike",mike gesicki,TE,MIA
13673,"Fumagalli, Troy",troy fumagalli,TE,DEN
13674,"Goedert, Dallas",dallas goedert,TE,PHI
13675,"Conklin, Tyler",tyler conklin,TE,MIN
13676,"Smythe, Durham",durham smythe,TE,MIA
13678,"Thomas, Ian",ian thomas,TE,CAR
13679,"Herndon, Chris",chris herndon,TE,NYJ
13680,"Hurst, Hayden",hayden hurst,TE,ATL
13718,"Carlson, Daniel",daniel carlson,K,LVR
13719,"Pineiro, Eddy",eddy pineiro,K,CHI
13722,"Jarwin, Blake",blake jarwin,TE,DAL
13724,"James, Richie",richie james,WR,SFO
13726,"Edmonds, Chase",chase edmonds,RB,ARI
13753,"Akins, Jordan",jordan akins,TE,HOU
13763,"Dissly, Will",will dissly,TE,SEA
13768,"Smith, Ito",ito smith,RB,ATL
13772,"Schultz, Dalton",dalton schultz,TE,DAL
13776,"Watson, Justin",justin watson,WR,TBB
13789,"Wilkins, Jordan",jordan wilkins,RB,IND
13793,"Valdes-Scantling, Marquez",marquez valdesscantling,WR,GBP
13794,"Ratley, Damion",damion ratley,WR,HOU
13807,"Cantrell, Dylan",dylan cantrell,TE,WAS
13809,"Gage, Russell",russell gage,WR,ATL
13814,"Scott, Boston",boston scott,RB,PHI
13816,"Cannon, Trenton",trenton cannon,RB,CAR
13819,"Thomas, Jordan",jordan thomas,TE,IND
13824,"Etling, Danny",danny etling,QB,SEA
13825,"McGough, Alex",alex mcgough,QB,SEA
13832,"Sanders, Jason",jason sanders,K,MIA
13838,"Bawden, Nick",nick bawden,RB,DET
13846,"Woodside, Logan",logan woodside,QB,TEN
13847,"Izzo, Ryan",ryan izzo,TE,NEP
13849,"Nall, Ryan",ryan nall,RB,CHI
13850,"Edwards, Gus",gus edwards,RB,BAL
13851,"Hollister, Cody",cody hollister,WR,TEN
13857,"Yelder, Deon",deon yelder,TE,KCC
13862,"Cracraft, River",river cracraft,WR,SFO
13863,"Pringle, Byron",byron pringle,WR,KCC
13864,"Ward, Greg",greg ward,WR,PHI
13868,"Boone, Mike",mike boone,RB,MIN
13871,"Hilliard, Dontrell",dontrell hilliard,RB,HOU
13873,"Boyle, Tim",tim boyle,QB,GBP
13874,"Wilson, Shaun",shaun wilson,RB,FA
13877,"Vedvik, Kaare",kaare vedvik,K,FA
13878,"Board, C.J.",cj board,WR,NYG
13879,"Allen, Kyle",kyle allen,QB,WAS
13880,"Arnold, Dan",dan arnold,TE,ARI
13882,"Kirkwood, Keith",keith kirkwood,WR,CAR
13884,"Smith, Vyncint",vyncint smith,WR,NYJ
13890,"Croom, Jason",jason croom,TE,PHI
13893,"Sherfield, Trent",trent sherfield,WR,ARI
13895,"Sims, Cam",cam sims,WR,WAS
13898,"Joseph, Greg",greg joseph,K,FA
13900,"Bertolet, Taylor",taylor bertolet,K,FA
13909,"Maher, Brett",brett maher,K,ARI
13910,"Powell, Brandon",brandon powell,WR,ATL
13911,"Willies, Derrick",derrick willies,WR,CLE
13912,"Batson, Cameron",cameron batson,WR,TEN
13916,"Howell, Buddy",buddy howell,RB,HOU
13919,"Firkser, Anthony",anthony firkser,TE,TEN
13940,"Mundt, Johnny",johnny mundt,TE,LAR
13958,"Turner, De'Lance",delance turner,RB,FA
13961,"Dawkins, Dalyn",dalyn dawkins,RB,FA
13963,"Hodge, KhaDarel",khadarel hodge,WR,CLE
13968,"Mullens, Nick",nick mullens,QB,SFO
13980,"Badgley, Mike",mike badgley,K,LAC
13988,"Dwelley, Ross",ross dwelley,TE,SFO
13990,"Scott, Da'Mari",damari scott,WR,NYG
13994,"Brown, Pharaoh",pharaoh brown,TE,HOU
13999,"Beebe, Chad",chad beebe,WR,MIN
14017,"Wilson, Jeffery",jeffery wilson,RB,SFO
14045,"Lacy, Chris",chris lacy,WR,DAL
14056,"Murray, Kyler",kyler murray,QB,ARI
14057,"Lock, Drew",drew lock,QB,DEN
14058,"Haskins, Dwayne",dwayne haskins,QB,PIT
14059,"Jones, Daniel",daniel jones,QB,NYG
14060,"Jackson, Tyree",tyree jackson,QB,PHI
14061,"McSorley, Trace",trace mcsorley,QB,BAL
14062,"Grier, Will",will grier,QB,CAR
14063,"Stidham, Jarrett",jarrett stidham,QB,NEP
14064,"Thorson, Clayton",clayton thorson,QB,NYG
14065,"Rypien, Brett",brett rypien,QB,DEN
14067,"Minshew, Gardner",gardner minshew,QB,JAC
14068,"Finley, Ryan",ryan finley,QB,CIN
14069,"Stick, Easton",easton stick,QB,LAC
14070,"Blough, David",david blough,QB,DET
14071,"Montgomery, David",david montgomery,RB,CHI
14072,"Snell, Benny",benny snell,RB,PIT
14073,"Jacobs, Josh",josh jacobs,RB,LVR
14074,"Williams, Dexter",dexter williams,RB,GBP
14075,"Harris, Damien",damien harris,RB,NEP
14076,"Williams, Trayveon",trayveon williams,RB,CIN
14077,"Weber, Mike",mike weber,RB,GBP
14078,"Higdon, Karan",karan higdon,RB,FA
14079,"Sanders, Miles",miles sanders,RB,PHI
14080,"Singletary, Devin",devin singletary,RB,BUF
14081,"Gaskin, Myles",myles gaskin,RB,MIA
14082,"Love, Bryce",bryce love,RB,WAS
14083,"Homer, Travis",travis homer,RB,SEA
14084,"Holyfield, Elijah",elijah holyfield,RB,PHI
14085,"Pollard, Tony",tony pollard,RB,DAL
14086,"Hill, Justice",justice hill,RB,BAL
14087,"Henderson, Darrell",darrell henderson,RB,LAR
14088,"Anderson, Rodney",rodney anderson,RB,FA
14092,"Moore, Jalin",jalin moore,RB,FA
14093,"Armstead, Ryquell",ryquell armstead,RB,JAC
14094,"Scarlett, Jordan",jordan scarlett,RB,MIA
14095,"Johnson, Ty",ty johnson,RB,NYJ
14096,"Ozigbo, Devine",devine ozigbo,RB,JAC
14097,"Ollison, Qadree",qadree ollison,RB,ATL
14098,"Crockett, Damarea",damarea crockett,RB,DEN
14099,"Hall, Darrin",darrin hall,RB,FA
14101,"Harry, N'Keal",nkeal harry,WR,NEP
14102,"Metcalf, DK",dk metcalf,WR,SEA
14103,"Ridley, Riley",riley ridley,WR,CHI
14104,"Brown, A.J.",aj brown,WR,TEN
14105,"Brown, Marquise",marquise brown,WR,BAL
14106,"Butler, Hakeem",hakeem butler,WR,PHI
14107,"Arcega-Whiteside, JJ",jj arcegawhiteside,WR,PHI
14108,"Dortch, Greg",greg dortch,WR,ATL
14109,"McLaurin, Terry",terry mclaurin,WR,WAS
14110,"Sills, David",david sills,WR,NYG
14111,"Lodge, DaMarkus",damarkus lodge,WR,FA
14112,"Campbell, Parris",parris campbell,WR,IND
14113,"Hardman, Mecole",mecole hardman,WR,KCC
14114,"Harmon, Kelvin",kelvin harmon,WR,WAS
14115,"Hall, Emanuel",emanuel hall,WR,WAS
14116,"Hurd, Jalen",jalen hurd,WR,SFO
14117,"Johnson, Tyron",tyron johnson,WR,LAC
14118,"Humphrey, Lil'Jordan",liljordan humphrey,WR,NOS
14119,"Johnson, Anthony",anthony johnson,WR,PIT
14120,"Jennings, Gary",gary jennings,WR,IND
14121,"Isabella, Andy",andy isabella,WR,ARI
14122,"Slayton, Darius",darius slayton,WR,NYG
14123,"Renfrow, Hunter",hunter renfrow,WR,LVR
14124,"Johnson, KeeSean",keesean johnson,WR,ARI
14125,"Boykin, Miles",miles boykin,WR,BAL
14126,"Williams, Preston",preston williams,WR,MIA
14127,"Meyers, Jakobi",jakobi meyers,WR,NEP
14129,"Mitchell, Dillon",dillon mitchell,WR,FA
14130,"Wesley, Antoine",antoine wesley,WR,BAL
14131,"Morgan, Stanley",stanley morgan,WR,CIN
14132,"Custis, Jamal",jamal custis,WR,FA
14134,"Dixon, Johnnie",johnnie dixon,WR,FA
14136,"Samuel, Deebo",deebo samuel,WR,SFO
14137,"Fant, Noah",noah fant,TE,DEN
14138,"Hockenson, T.J.",tj hockenson,TE,DET
14139,"Mack, Alize",alize mack,TE,FA
14140,"Sternberger, Jace",jace sternberger,TE,GBP
14141,"Smith Jr., Irv",irv smith,TE,MIN
14142,"Smith, Kaden",kaden smith,TE,NYG
14143,"Knox, Dawson",dawson knox,TE,BUF
14144,"Nauta, Isaac",isaac nauta,TE,GBP
14145,"Wilson, Caleb",caleb wilson,TE,PHI
14146,"Sample, Drew",drew sample,TE,CIN
14191,"Barnes, Alex",alex barnes,RB,FA
14192,"Williams, James",james williams,RB,FA
14194,"Wade, Christian",christian wade,RB,BUF
14195,"Warring, Kahale",kahale warring,TE,HOU
14208,"Johnson, Diontae",diontae johnson,WR,PIT
14209,"Oliver, Josh",josh oliver,TE,JAC
14223,"Mattison, Alexander",alexander mattison,RB,MIN
14231,"Wesco, Trevon",trevon wesco,TE,NYJ
14239,"Moreau, Foster",foster moreau,TE,LVR
14240,"Gentry, Zach",zach gentry,TE,PIT
14244,"Gay, Matt",matt gay,K,LAR
14258,"Seibert, Austin",austin seibert,K,CIN
14265,"Fulgham, Travis",travis fulgham,WR,PHI
14267,"Winfree, Juwann",juwann winfree,WR,GBP
14277,"Green, Marcus",marcus green,WR,FA
14280,"Miller, Scott",scott miller,WR,TBB
14284,"Thompson, Darwin",darwin thompson,RB,KCC
14287,"Gillaspia, Cullen",cullen gillaspia,RB,HOU
14289,"Whyte, Kerrith",kerrith whyte,RB,FA
14294,"Sweeney, Tommy",tommy sweeney,TE,BUF
14295,"Cox, Chandler",chandler cox,RB,FA
14297,"Ursua, John",john ursua,WR,SEA
14298,"Godwin, Terry",terry godwin,WR,JAC
14305,"Johnson, Olabisi",olabisi johnson,WR,MIN
14313,"Butler, Emmanuel",emmanuel butler,WR,FA
14314,"Anderson, Bruce",bruce anderson,RB,FA
14315,"Dulin, Ashton",ashton dulin,WR,IND
14316,"Hart, Penny",penny hart,WR,SEA
14317,"Doss, Keelan",keelan doss,WR,LVR
14318,"Ferguson, Jazz",jazz ferguson,WR,FA
14319,"Beck, Andrew",andrew beck,TE,DEN
14320,"Badet, Jeff",jeff badet,WR,WAS
14321,"Thompson, Cody",cody thompson,WR,SEA
14324,"Raymond, Dax",dax raymond,TE,PIT
14329,"White Jr., Reggie",reggie white,WR,FA
14330,"Shepherd, Darrius",darrius shepherd,WR,FA
14331,"Johnson, D'Ernest",dernest johnson,RB,CLE
14332,"Conrad, C.J.",cj conrad,TE,FA
14333,"Hills, Wes",wes hills,RB,FA
14335,"Fry, Elliott",elliott fry,K,ATL
14336,"Johnson, Jon'Vea",jonvea johnson,WR,DAL
14337,"Guyton, Jalen",jalen guyton,WR,LAC
14338,"Hilliman, Jon",jon hilliman,RB,FA
14339,"Grayson, Cyril",cyril grayson,WR,FA
14341,"Parham, Donald",donald parham,TE,LAC
14342,"Blake, Christian",christian blake,WR,ATL
14344,"Dolegala, Jacob",jacob dolegala,QB,NEP
14348,"Hyman, Ishmael",ishmael hyman,WR,CAR
14350,"Chunn, Jordan",jordan chunn,RB,NYG
14352,"Brown, Fred",fred brown,WR,FA
14356,"Keizer, Nick",nick keizer,TE,KCC
14358,"Browning, Jake",jake browning,QB,MIN
14359,"Johnson, Jakob",jakob johnson,RB,NEP
14363,"Rader, Kevin",kevin rader,TE,PIT
14365,"Patton, Andre",andre patton,WR,FA
14367,"Helm, Daniel",daniel helm,TE,FA
14368,"Walter, Austin",austin walter,RB,SFO
14370,"Hudson, Tanner",tanner hudson,TE,TBB
14372,"Holtz, J.P.",jp holtz,TE,CHI
14373,"Willis, Damion",damion willis,WR,FA
14387,"Santoso, Ryan",ryan santoso,K,NYG
14419,"Brown, Jon",jon brown,K,FA
14420,"Ingold, Alec",alec ingold,RB,LVR
14426,"Wright, Matthew",matthew wright,K,DET
14435,"Bonnafon, Reggie",reggie bonnafon,RB,CAR
14440,"Walker, Michael",michael walker,WR,FA
14450,"Davis, Felton",felton davis,WR,FA
14458,"Cox, Jeremy",jeremy cox,RB,DEN
14464,"Graham, Jaeden",jaeden graham,TE,ATL
14465,"Brooks-James, Tony",tony brooksjames,RB,ATL
14481,"Bryant, Ventell",ventell bryant,WR,CAR
14486,"Montgomery, D.J.",dj montgomery,WR,NYJ
14488,"Carlson, Stephen",stephen carlson,TE,CLE
14499,"Benson, Trinity",trinity benson,WR,DEN
14510,"Anderson, Drew",drew anderson,QB,FA
14517,"Baugh, Marcus",marcus baugh,TE,WAS
14533,"Taylor, Malik",malik taylor,WR,GBP
14545,"Moore, Jason",jason moore,WR,LAC
14548,"Bachman, Alex",alex bachman,WR,NYG
14549,"Webster, Nsimba",nsimba webster,WR,LAR
14551,"Irwin, Trenton",trenton irwin,WR,CIN
14552,"Blasingame, Khari",khari blasingame,RB,TEN
14554,"Hollins, Alexander",alexander hollins,WR,CLE
14555,"Olszewski, Gunner",gunner olszewski,WR,NEP
14558,"Harris, Deonte",deonte harris,WR,NOS
14560,"Wesley, Alex",alex wesley,WR,FA
14561,"Smith, Jeff",jeff smith,WR,NYJ
14563,"Thompkins, DeAndre",deandre thompkins,WR,FA
14565,"Spencer, Diontae",diontae spencer,WR,DEN
14591,"Lovett, John",john lovett,TE,GBP
14592,"Zaccheaus, Olamide",olamide zaccheaus,WR,ATL
14600,"Slye, Joey",joey slye,K,CAR
14612,"Laird, Patrick",patrick laird,RB,MIA
14613,"Sims, Steven",steven sims,WR,WAS
14618,"Hodges, Devlin",devlin hodges,QB,LAR
14622,"Ta'amu, Jordan",jordan taamu,QB,KCC
14650,"Vizcaino, Tristan",tristan vizcaino,K,FA
14654,"Hentges, Hale",hale hentges,TE,MIN
14665,"Dillon, Brandon",brandon dillon,TE,MIN
14717,"McLaughlin, Chase",chase mclaughlin,K,NYJ
14727,"Reynolds, Craig",craig reynolds,RB,JAC
14752,"Horsted, Jesper",jesper horsted,TE,CHI
14760,"Gafford, Rico",rico gafford,WR,ARI
14777,"Burrow, Joe",joe burrow,QB,CIN
14778,"Tagovailoa, Tua",tua tagovailoa,QB,MIA
14779,"Herbert, Justin",justin herbert,QB,LAC
14780,"Eason, Jacob",jacob eason,QB,IND
14781,"Fromm, Jake",jake fromm,QB,BUF
14782,"Love, Jordan",jordan love,QB,GBP
14783,"Hurts, Jalen",jalen hurts,QB,PHI
14784,"Montez, Steven",steven montez,QB,WAS
14785,"Stanley, Nate",nate stanley,QB,MIN
14786,"Patterson, Shea",shea patterson,QB,FA
14787,"Gordon, Anthony",anthony gordon,QB,KCC
14788,"Lewerke, Brian",brian lewerke,QB,FA
14789,"Huntley, Tyler",tyler huntley,QB,BAL
14790,"Morgan, James",james morgan,QB,NYJ
14791,"Fine, Mason",mason fine,QB,FA
14792,"Perkins, Bryce",bryce perkins,QB,LAR
14793,"Luton, Jake",jake luton,QB,JAC
14794,"McDonald, Cole",cole mcdonald,QB,ARI
14795,"Bryant, Kelly",kelly bryant,QB,FA
14796,"Neal, Riley",riley neal,QB,FA
14797,"Swift, D'Andre",dandre swift,RB,DET
14798,"Moss, Zack",zack moss,RB,BUF
14799,"Akers, Cam",cam akers,RB,LAR
14800,"Dobbins, J.K.",jk dobbins,RB,BAL
14801,"Benjamin, Eno",eno benjamin,RB,ARI
14802,"Taylor, Jonathan",jonathan taylor,RB,IND
14803,"Edwards-Helaire, Clyde",clyde edwardshelaire,RB,KCC
14804,"McFarland, Anthony",anthony mcfarland,RB,PIT
14805,"Dillon, AJ",aj dillon,RB,GBP
14806,"Perine, Lamical",lamical perine,RB,NYJ
14807,"Kelley, Joshua",joshua kelley,RB,LAC
14808,"Evans, Darrynton",darrynton evans,RB,TEN
14809,"Smith, Rodney",rodney smith,RB,CAR
14810,"Vaughn, Ke'Shawn",keshawn vaughn,RB,TBB
14811,"Ahmed, Salvon",salvon ahmed,RB,MIA
14812,"Anderson, Darius",darius anderson,RB,IND
14813,"Robinson, James",james robinson,RB,JAC
14814,"Herrien, Brian",brian herrien,RB,FA
14815,"Dallas, DeeJay",deejay dallas,RB,SEA
14816,"Warren, Michael",michael warren,RB,WAS
14817,"Taylor, Patrick",patrick taylor,RB,GBP
14818,"Jones, Xavier",xavier jones,RB,LAR
14819,"Feaster, Tavien",tavien feaster,RB,FA
14820,"Leake, Javon",javon leake,RB,WAS
14821,"Hasty, JaMycal",jamycal hasty,RB,SFO
14822,"Corbin, Reggie",reggie corbin,RB,FA
14823,"Dowdle, Rico",rico dowdle,RB,DAL
14824,"Phillips, Scottie",scottie phillips,RB,HOU
14825,"Conkrite, Jordan",jordan conkrite,RB,FA
14826,"Pierce, Artavis",artavis pierce,RB,CHI
14827,"Taylor, J.J.",jj taylor,RB,NEP
14828,"Jones, Tony",tony jones,RB,NOS
14829,"LeMay, Benny",benny lemay,RB,IND
14830,"Bellamy, LeVante",levante bellamy,RB,DEN
14831,"Killins Jr., Adrian",adrian killins,RB,FA
14832,"Lamb, CeeDee",ceedee lamb,WR,DAL
14833,"Jeudy, Jerry",jerry jeudy,WR,DEN
14834,"Ruggs, Henry",henry ruggs,WR,LVR
14835,"Higgins, Tee",tee higgins,WR,CIN
14836,"Jefferson, Justin",justin jefferson,WR,MIN
14837,"Hamler, KJ",kj hamler,WR,DEN
14838,"Shenault, Laviska",laviska shenault,WR,JAC
14839,"Reagor, Jalen",jalen reagor,WR,PHI
14840,"Aiyuk, Brandon",brandon aiyuk,WR,SFO
14841,"Claypool, Chase",chase claypool,WR,PIT
14842,"Pittman, Michael",michael pittman,WR,IND
14843,"Bowden, Lynn",lynn bowden,RB,MIA
14844,"Edwards, Bryan",bryan edwards,WR,LVR
14845,"Davis, Gabriel",gabriel davis,WR,BUF
14846,"Mims, Denzel",denzel mims,WR,NYJ
14847,"Duvernay, Devin",devin duvernay,WR,BAL
14848,"Proche, James",james proche,WR,BAL
14849,"Hodgins, Isaiah",isaiah hodgins,WR,BUF
14850,"Cephus, Quintez",quintez cephus,WR,DET
14851,"Hill, K.J.",kj hill,WR,LAC
14852,"Gibson, Antonio",antonio gibson,RB,WAS
14853,"Johnson, Collin",collin johnson,WR,JAC
14854,"Victor, Binjimen",binjimen victor,WR,BAL
14855,"Mack, Austin",austin mack,WR,NYG
14856,"Davis, Quartney",quartney davis,WR,IND
14857,"Peoples-Jones, Donovan",donovan peoplesjones,WR,CLE
14858,"Jefferson, Van",van jefferson,WR,LAR
14859,"Jackson, Trishton",trishton jackson,WR,LAR
14860,"Jennings, Jauan",jauan jennings,WR,SFO
14861,"Johnson, Juwan",juwan johnson,WR,NOS
14862,"Reed, Joe",joe reed,WR,LAC
14863,"Gandy-Golden, Antonio",antonio gandygolden,WR,WAS
14864,"Johnson, Tyler",tyler johnson,WR,TBB
14865,"Swain, Freddie",freddie swain,WR,SEA
14866,"Thomas, Jeff",jeff thomas,WR,FA
14867,"Kmet, Cole",cole kmet,TE,CHI
14868,"Hopkins, Brycen",brycen hopkins,TE,LAR
14869,"Moss, Thaddeus",thaddeus moss,TE,WAS
14870,"Trautman, Adam",adam trautman,TE,NOS
14871,"Parkinson, Colby",colby parkinson,TE,SEA
14872,"Pinkney, Jared",jared pinkney,TE,TEN
14873,"Okwuegbunam, Albert",albert okwuegbunam,TE,DEN
14874,"Bryant, Hunter",hunter bryant,TE,DET
14875,"Bryant, Harrison",harrison bryant,TE,CLE
14876,"Deguara, Josiah",josiah deguara,TE,GBP
14912,"Blankenship, Rodrigo",rodrigo blankenship,K,IND
14914,"Hajrullahu, Lirim",lirim hajrullahu,K,CAR
14915,"MacGinnis, Austin",austin macginnis,K,LAR
14917,"Patrick, Jacques",jacques patrick,RB,CIN
14936,"Asiasi, Devin",devin asiasi,TE,NEP
14939,"Keene, Dalton",dalton keene,TE,NEP
14965,"Rohrwasser, Justin",justin rohrwasser,K,NEP
14969,"Hightower, John",john hightower,WR,PHI
14972,"Coulter, Isaiah",isaiah coulter,WR,HOU
14973,"Huntley, Jason",jason huntley,RB,PHI
14974,"Mooney, Darnell",darnell mooney,WR,CHI
14977,"Osborn, K.J.",kj osborn,WR,MIN
14983,"Bass, Tyler",tyler bass,K,BUF
14984,"Woerner, Charlie",charlie woerner,TE,SFO
14992,"Watkins, Quez",quez watkins,WR,PHI
14996,"Davis, Tyler",tyler davis,TE,JAC
14998,"Patmon, Dezmon",dezmon patmon,WR,IND
15008,"DiNucci, Ben",ben dinucci,QB,DAL
15017,"Stevens, Tommy",tommy stevens,QB,CAR
15021,"Calais, Raymond",raymond calais,RB,LAR
15022,"Perry, Malcolm",malcolm perry,RB,MIA
15024,"Sloman, Sam",sam sloman,K,TEN
15026,"Sullivan, Stephen",stephen sullivan,TE,CAR
15027,"Cleveland, Tyrie",tyrie cleveland,WR,DEN
15033,"Begelton, Reggie",reggie begelton,WR,GBP
15034,"Callaway, Marquez",marquez callaway,WR,NOS
15035,"Wolford, John",john wolford,QB,LAR
15036,"Smith, J'mar",jmar smith,QB,FA
15037,"Lipscomb, Kalija",kalija lipscomb,WR,FA
15038,"Bayless, Omar",omar bayless,WR,CAR
15039,"Parker, Aaron",aaron parker,WR,DAL
15040,"Williams, Ty'Son",tyson williams,RB,BAL
15041,"Cager, Lawrence",lawrence cager,WR,NYJ
15042,"Ward, Jonathan",jonathan ward,RB,ARI
15043,"Hastings, Will",will hastings,WR,FA
15044,"Scarlett, Cameron",cameron scarlett,RB,FA
15045,"Breeland, Jacob",jacob breeland,TE,BAL
15046,"Merritt, Kirk",kirk merritt,WR,MIA
15048,"Campbell, George",george campbell,WR,FA
15050,"Taumoepeau, Charlie",charlie taumoepeau,TE,FA
15052,"Stewart, Darrell",darrell stewart,WR,FA
15053,"Rowland, Chris",chris rowland,WR,ATL
15054,"Ricci, Giovanni",giovanni ricci,TE,CAR
15057,"Chisena, Dan",dan chisena,WR,MIN
15060,"Streveler, Chris",chris streveler,QB,ARI
15064,"Ross, Devin",devin ross,WR,FA
15065,"Edwards, Earnest",earnest edwards,WR,FA
15066,"Wolf, Eli",eli wolf,TE,BAL
15069,"Fuller, Aaron",aaron fuller,WR,SEA
15070,"Fortson, Jody",jody fortson,WR,FA
15075,"McCann, Tucker",tucker mccann,K,TEN
15077,"Wright, Isaiah",isaiah wright,WR,WAS
15080,"Togiai, Noah",noah togiai,TE,IND
15087,"Cottrell, Nathan",nathan cottrell,RB,JAC
15088,"Ellefson, Ben",ben ellefson,TE,JAC
15096,"Nabers, Gabe",gabe nabers,RB,LAC
15097,"McKeon, Sean",sean mckeon,TE,DAL
15098,"Bradwell, Darius",darius bradwell,RB,LAC
15103,"Gilliam, Reggie",reggie gilliam,TE,BUF
15109,"Westbrook, Nick",nick westbrook,WR,TEN
15111,"Wright, Brandon",brandon wright,K,LAR
15116,"Zuber, Isaiah",isaiah zuber,WR,NEP
15123,"Thompson, Colin",colin thompson,TE,CAR
15149,"Harris, De'Michael",demichael harris,WR,IND
15154,"Castillo, Sergio",sergio castillo,K,FA
15156,"Brown, Tony",tony brown,WR,WAS
15172,"Olonilua, Sewo",sewo olonilua,RB,DAL
15183,"Hinton, Kendall",kendall hinton,QB,DEN
15200,"Russolino, Taylor",taylor russolino,K,DEN
15206,"Bradley, Ja'Marcus",jamarcus bradley,WR,CLE
15213,"Sokol, Matt",matt sokol,TE,LAC
15214,"Dafney, Dominique",dominique dafney,TE,GBP
15217,"Berry, Rashod",rashod berry,TE,NEP
